JournalCode	JournalLib	EcritureNum	EcritureDate	CompteNum	CompteLib	CompAuxNum	CompAuxLib	PieceRef	PieceDate	EcritureLib	Montant	Sens	EcritureLet	DateLet	ValidDate	Montantdevise	Idevise
VTE	JOURNAL DES VENTES	VTE-101	20120416	701000	VENTES  HT 20%			1204101	20120416	Fact DETAIL P	114,72	C			20130715		
VTE	JOURNAL DES VENTES	VTE-102	20120416	411000	COLLECTIF CLIENTS	X411DG	411DG        DETAIL G	1204102	20120416	Fact DETAIL G	39,29	D			20130715		
VTE	JOURNAL DES VENTES	VTE-102	20120416	445700	TVA/VENTES 19.6%			1204102	20120416	Fact DETAIL G	6,44	C			20130715		
VTE	JOURNAL DES VENTES	VTE-102	20120416	701000	VENTES  HT 20%			1204102	20120416	Fact DETAIL G	32,85	C			20130715		
VTE	JOURNAL DES VENTES	VTE-103	20120416	411000	COLLECTIF CLIENTS	X411DP	411DP        DETAIL P	1204103	20120416	Fact DETAIL P	13,75	D			20130715		
VTE	JOURNAL DES VENTES	VTE-103	20120416	445700	TVA/VENTES 19.6%			1204103	20120416	Fact DETAIL P	2,25	C			20130715		
VTE	JOURNAL DES VENTES	VTE-103	20120416	701000	VENTES  HT 20%			1204103	20120416	Fact DETAIL P	11,5	C			20130715		
VTE	JOURNAL DES VENTES	VTE-104	20120416	411000	COLLECTIF CLIENTS	X411DL	411DL        DETAIL L	1204104	20120416	Fact DETAIL L	585	D			20130715		
VTE	JOURNAL DES VENTES	VTE-104	20120416	701030	VTES DECHETS SANS TAXE			1204104	20120416	Fact DETAIL L	585	C			20130715		
VTE	JOURNAL DES VENTES	VTE-105	20120416	411000	COLLECTIF CLIENTS	X411DL	411DL        DETAIL L	1204105	20120416	Fact DETAIL L	46,4	D			20130715		
VTE	JOURNAL DES VENTES	VTE-105	20120416	445700	TVA/VENTES 19.6%			1204105	20120416	Fact DETAIL L	7,6	C			20130715		
VTE	JOURNAL DES VENTES	VTE-105	20120416	701000	VENTES  HT 20%			1204105	20120416	Fact DETAIL L	38,8	C			20130715		
VTE	JOURNAL DES VENTES	VTE-106	20120416	411000	COLLECTIF CLIENTS	X411DP	411DP        DETAIL P	1204106	20120416	Fact DETAIL P	83,19	D			20130715		
VTE	JOURNAL DES VENTES	VTE-106	20120416	445700	TVA/VENTES 19.6%			1204106	20120416	Fact DETAIL P	13,63	C			20130715		
VTE	JOURNAL DES VENTES	VTE-106	20120416	701000	VENTES  HT 20%			1204106	20120416	Fact DETAIL P	69,56	C			20130715		
VTE	JOURNAL DES VENTES	VTE-107	20120416	411000	COLLECTIF CLIENTS	X411DM	411DM        DETAIL M	1204107	20120416	Fact DETAIL M	111,01	D			20130715		
VTE	JOURNAL DES VENTES	VTE-107	20120416	445700	TVA/VENTES 19.6%			1204107	20120416	Fact DETAIL M	18,19	C			20130715		
VTE	JOURNAL DES VENTES	VTE-107	20120416	701000	VENTES  HT 20%			1204107	20120416	Fact DETAIL M	92,82	C			20130715		
VTE	JOURNAL DES VENTES	VTE-108	20120416	411000	COLLECTIF CLIENTS	X411DL	411DL        DETAIL L	1204108	20120416	Fact DETAIL L	39,65	D			20130715		
VTE	JOURNAL DES VENTES	VTE-108	20120416	445700	TVA/VENTES 19.6%			1204108	20120416	Fact DETAIL L	6,5	C			20130715		
VTE	JOURNAL DES VENTES	VTE-108	20120416	701000	VENTES  HT 20%			1204108	20120416	Fact DETAIL L	33,15	C			20130715		
VTE	JOURNAL DES VENTES	VTE-109	20120417	411000	COLLECTIF CLIENTS	X411DM	411DM        DETAIL M	1204109	20120417	Fact DETAIL M	720	D			20130715		
VTE	JOURNAL DES VENTES	VTE-109	20120417	701030	VTES DECHETS SANS TAXE			1204109	20120417	Fact DETAIL M	720	C			20130715		
VTE	JOURNAL DES VENTES	VTE-110	20120417	411000	COLLECTIF CLIENTS	X411DS	411DS        DETAIL S	1204110	20120417	Fact DETAIL S	152,49	D			20130715		
VTE	JOURNAL DES VENTES	VTE-110	20120417	445700	TVA/VENTES 19.6%			1204110	20120417	Fact DETAIL S	24,99	C			20130715		
VTE	JOURNAL DES VENTES	VTE-110	20120417	701000	VENTES  HT 20%			1204110	20120417	Fact DETAIL S	127,5	C			20130715		
VTE	JOURNAL DES VENTES	VTE-111	20120417	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	1204111	20120417	Fact DETAIL B	21,05	D			20130715		
VTE	JOURNAL DES VENTES	VTE-111	20120417	445700	TVA/VENTES 19.6%			1204111	20120417	Fact DETAIL B	3,45	C			20130715		
VTE	JOURNAL DES VENTES	VTE-111	20120417	701000	VENTES  HT 20%			1204111	20120417	Fact DETAIL B	17,6	C			20130715		
VTE	JOURNAL DES VENTES	VTE-112	20120417	411000	COLLECTIF CLIENTS	X411DP	411DP        DETAIL P	1204112	20120417	Fact DETAIL P	66,02	D			20130715		
VTE	JOURNAL DES VENTES	VTE-112	20120417	445700	TVA/VENTES 19.6%			1204112	20120417	Fact DETAIL P	10,82	C			20130715		
VTE	JOURNAL DES VENTES	VTE-112	20120417	701000	VENTES  HT 20%			1204112	20120417	Fact DETAIL P	55,2	C			20130715		
VTE	JOURNAL DES VENTES	VTE-113	20120417	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	1204113	20120417	Fact DETAIL B	50,69	D			20130715		
VTE	JOURNAL DES VENTES	VTE-113	20120417	445700	TVA/VENTES 19.6%			1204113	20120417	Fact DETAIL B	8,31	C			20130715		
VTE	JOURNAL DES VENTES	VTE-113	20120417	701000	VENTES  HT 20%			1204113	20120417	Fact DETAIL B	42,38	C			20130715		
VTE	JOURNAL DES VENTES	VTE-114	20120417	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	1204114	20120417	Fact DETAIL B	640,49	D			20130715		
VTE	JOURNAL DES VENTES	VTE-114	20120417	445700	TVA/VENTES 19.6%			1204114	20120417	Fact DETAIL B	104,96	C			20130715		
VTE	JOURNAL DES VENTES	VTE-114	20120417	701000	VENTES  HT 20%			1204114	20120417	Fact DETAIL B	535,53	C			20130715		
VTE	JOURNAL DES VENTES	VTE-115	20120417	411000	COLLECTIF CLIENTS	X411DD	411DD        DETAIL D	1204115	20120417	Fact DETAIL D	150,7	D			20130715		
VTE	JOURNAL DES VENTES	VTE-115	20120417	445700	TVA/VENTES 19.6%			1204115	20120417	Fact DETAIL D	24,7	C			20130715		
VTE	JOURNAL DES VENTES	VTE-115	20120417	701000	VENTES  HT 20%			1204115	20120417	Fact DETAIL D	126	C			20130715		
VTE	JOURNAL DES VENTES	VTE-116	20120417	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	1204116	20120417	Fact DETAIL B	715,03	D			20130715		
VTE	JOURNAL DES VENTES	VTE-116	20120417	445700	TVA/VENTES 19.6%			1204116	20120417	Fact DETAIL B	117,18	C			20130715		
VTE	JOURNAL DES VENTES	VTE-116	20120417	701000	VENTES  HT 20%			1204116	20120417	Fact DETAIL B	597,85	C			20130715		
VTE	JOURNAL DES VENTES	VTE-117	20120417	411000	COLLECTIF CLIENTS	X411DT	411DT        DETAIL T	1204117	20120417	Fact DETAIL T	454,64	D			20130715		
VTE	JOURNAL DES VENTES	VTE-117	20120417	445700	TVA/VENTES 19.6%			1204117	20120417	Fact DETAIL T	74,51	C			20130715		
VTE	JOURNAL DES VENTES	VTE-117	20120417	701000	VENTES  HT 20%			1204117	20120417	Fact DETAIL T	320,13	C			20130715		
VTE	JOURNAL DES VENTES	VTE-117	20120417	708500	PORT  HT 20%			1204117	20120417	Fact DETAIL T	60	C			20130715		
VTE	JOURNAL DES VENTES	VTE-118	20120417	411000	COLLECTIF CLIENTS	X411DA	411DA        DETAIL A	1204118	20120417	Fact DETAIL A	122,95	D			20130715		
VTE	JOURNAL DES VENTES	VTE-118	20120417	445700	TVA/VENTES 19.6%			1204118	20120417	Fact DETAIL A	20,15	C			20130715		
VTE	JOURNAL DES VENTES	VTE-118	20120417	701000	VENTES  HT 20%			1204118	20120417	Fact DETAIL A	102,8	C			20130715		
VTE	JOURNAL DES VENTES	VTE-119	20120417	411000	COLLECTIF CLIENTS	X411DT	411DT        DETAIL T	1204119	20120417	Fact DETAIL T	813,78	D			20130715		
VTE	JOURNAL DES VENTES	VTE-119	20120417	445700	TVA/VENTES 19.6%			1204119	20120417	Fact DETAIL T	133,36	C			20130715		
VTE	JOURNAL DES VENTES	VTE-119	20120417	701000	VENTES  HT 20%			1204119	20120417	Fact DETAIL T	680,42	C			20130715		
VTE	JOURNAL DES VENTES	VTE-120	20120418	411000	COLLECTIF CLIENTS	X411DL	411DL        DETAIL L	1204120	20120418	Fact DETAIL L	17,04	D			20130715		
VTE	JOURNAL DES VENTES	VTE-120	20120418	445700	TVA/VENTES 19.6%			1204120	20120418	Fact DETAIL L	2,79	C			20130715		
VTE	JOURNAL DES VENTES	VTE-120	20120418	701000	VENTES  HT 20%			1204120	20120418	Fact DETAIL L	14,25	C			20130715		
VTE	JOURNAL DES VENTES	VTE-121	20120418	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	1204121	20120418	Fact DETAIL B	84,2	D			20130715		
VTE	JOURNAL DES VENTES	VTE-121	20120418	445700	TVA/VENTES 19.6%			1204121	20120418	Fact DETAIL B	13,8	C			20130715		
VTE	JOURNAL DES VENTES	VTE-121	20120418	701000	VENTES  HT 20%			1204121	20120418	Fact DETAIL B	70,4	C			20130715		
VTE	JOURNAL DES VENTES	VTE-122	20120418	411000	COLLECTIF CLIENTS	X411DG	411DG        DETAIL G	1204122	20120418	Fact DETAIL G	67,55	D			20130715		
VTE	JOURNAL DES VENTES	VTE-122	20120418	445700	TVA/VENTES 19.6%			1204122	20120418	Fact DETAIL G	11,07	C			20130715		
VTE	JOURNAL DES VENTES	VTE-122	20120418	701000	VENTES  HT 20%			1204122	20120418	Fact DETAIL G	56,48	C			20130715		
VTE	JOURNAL DES VENTES	VTE-123	20120418	411000	COLLECTIF CLIENTS	X411DD	411DD        DETAIL D	1204123	20120418	Fact DETAIL D	708,03	D			20130715		
VTE	JOURNAL DES VENTES	VTE-123	20120418	445700	TVA/VENTES 19.6%			1204123	20120418	Fact DETAIL D	116,03	C			20130715		
VTE	JOURNAL DES VENTES	VTE-123	20120418	701000	VENTES  HT 20%			1204123	20120418	Fact DETAIL D	592	C			20130715		
VTE	JOURNAL DES VENTES	VTE-124	20120418	411000	COLLECTIF CLIENTS	X411DM	411DM        DETAIL M	1204124	20120418	Fact DETAIL M	209,36	D			20130715		
VTE	JOURNAL DES VENTES	VTE-124	20120418	445700	TVA/VENTES 19.6%			1204124	20120418	Fact DETAIL M	34,31	C			20130715		
VTE	JOURNAL DES VENTES	VTE-124	20120418	701000	VENTES  HT 20%			1204124	20120418	Fact DETAIL M	175,05	C			20130715		
VTE	JOURNAL DES VENTES	VTE-125	20120418	411000	COLLECTIF CLIENTS	X411DV	411DV        DETAIL V	1204125	20120418	Fact DETAIL V	30,14	D			20130715		
VTE	JOURNAL DES VENTES	VTE-125	20120418	445700	TVA/VENTES 19.6%			1204125	20120418	Fact DETAIL V	4,94	C			20130715		
VTE	JOURNAL DES VENTES	VTE-125	20120418	701000	VENTES  HT 20%			1204125	20120418	Fact DETAIL V	25,2	C			20130715		
VTE	JOURNAL DES VENTES	VTE-126	20120418	411000	COLLECTIF CLIENTS	X411DJ	411DJ        DETAIL J	1204126	20120418	Fact DETAIL J	48,98	D			20130715		
VTE	JOURNAL DES VENTES	VTE-126	20120418	445700	TVA/VENTES 19.6%			1204126	20120418	Fact DETAIL J	8,03	C			20130715		
VTE	JOURNAL DES VENTES	VTE-126	20120418	701000	VENTES  HT 20%			1204126	20120418	Fact DETAIL J	40,95	C			20130715		
VTE	JOURNAL DES VENTES	VTE-127	20120418	411000	COLLECTIF CLIENTS	X411DP	411DP        DETAIL P	1204127	20120418	Fact DETAIL P	71,04	D			20130715		
VTE	JOURNAL DES VENTES	VTE-127	20120418	445700	TVA/VENTES 19.6%			1204127	20120418	Fact DETAIL P	11,64	C			20130715		
VTE	JOURNAL DES VENTES	VTE-127	20120418	701000	VENTES  HT 20%			1204127	20120418	Fact DETAIL P	59,4	C			20130715		
VTE	JOURNAL DES VENTES	VTE-128	20120418	411000	COLLECTIF CLIENTS	X411DC	411DC        DETAIL C	1204128	20120418	Fact DETAIL C	11,55	D			20130715		
VTE	JOURNAL DES VENTES	VTE-128	20120418	445700	TVA/VENTES 19.6%			1204128	20120418	Fact DETAIL C	1,89	C			20130715		
VTE	JOURNAL DES VENTES	VTE-128	20120418	701000	VENTES  HT 20%			1204128	20120418	Fact DETAIL C	9,66	C			20130715		
VTE	JOURNAL DES VENTES	VTE-129	20120418	411000	COLLECTIF CLIENTS	X411DC	411DC        DETAIL C	1204129	20120418	Fact DETAIL C	27,99	D			20130715		
VTE	JOURNAL DES VENTES	VTE-129	20120418	445700	TVA/VENTES 19.6%			1204129	20120418	Fact DETAIL C	4,59	C			20130715		
VTE	JOURNAL DES VENTES	VTE-129	20120418	701000	VENTES  HT 20%			1204129	20120418	Fact DETAIL C	23,4	C			20130715		
VTE	JOURNAL DES VENTES	VTE-130	20120419	411000	COLLECTIF CLIENTS			1204130	20120419	Fact DETAIL E	40,04	D			20130715		
VTE	JOURNAL DES VENTES	VTE-130	20120419	45700	TVA/VENTES 19.6%			1204130	20120419	Fact DETAIL E	6,56	C			20130715		
VTE	JOURNAL DES VENTES	VTE-130	20120419	701000	VENTES  HT 20%			1204130	20120419	Fact DETAIL E	33,48	C			20130715		
VTE	JOURNAL DES VENTES	VTE-131	20120419	411000	COLLECTIF CLIENTS	X411DL	411DL        DETAIL L	1204131	20120419	Fact DETAIL L	439,85	D			20130715		
VTE	JOURNAL DES VENTES	VTE-131	20120419	445700	TVA/VENTES 19.6%			1204131	20120419	Fact DETAIL L	72,08	C			20130715		
VTE	JOURNAL DES VENTES	VTE-131	20120419	701000	VENTES  HT 20%			1204131	20120419	Fact DETAIL L	367,77	C			20130715		
VTE	JOURNAL DES VENTES	VTE-132	20120419	411000	COLLECTIF CLIENTS	X411DP	411DP        DETAIL P	1204132	20120419	Fact DETAIL P	489,22	D			20130715		
VTE	JOURNAL DES VENTES	VTE-132	20120419	445700	TVA/VENTES 19.6%			1204132	20120419	Fact DETAIL P	80,17	C			20130715		
VTE	JOURNAL DES VENTES	VTE-132	20120419	701000	VENTES  HT 20%			1204132	20120419	Fact DETAIL P	409,05	C			20130715		
VTE	JOURNAL DES VENTES	VTE-133	20120419	411000	COLLECTIF CLIENTS	X411DC	411DC        DETAIL C	1204133	20120419	Fact DETAIL C	88,65	D			20130715		
VTE	JOURNAL DES VENTES	VTE-133	20120419	445700	TVA/VENTES 19.6%			1204133	20120419	Fact DETAIL C	14,53	C			20130715		
VTE	JOURNAL DES VENTES	VTE-133	20120419	701000	VENTES  HT 20%			1204133	20120419	Fact DETAIL C	74,12	C			20130715		
VTE	JOURNAL DES VENTES	VTE-134	20120419	411000	COLLECTIF CLIENTS	X411DG	411DG        DETAIL G	1204134	20120419	Fact DETAIL G	5,6	D			20130715		
VTE	JOURNAL DES VENTES	VTE-134	20120419	445700	TVA/VENTES 19.6%			1204134	20120419	Fact DETAIL G	0,92	C			20130715		
VTE	JOURNAL DES VENTES	VTE-134	20120419	701000	VENTES  HT 20%			1204134	20120419	Fact DETAIL G	4,68	C			20130715		
VTE	JOURNAL DES VENTES	VTE-135	20120420	411000	COLLECTIF CLIENTS	X411DM	411DM        DETAIL M	1204135	20120420	Fact DETAIL M	215,71	D			20130715		
VTE	JOURNAL DES VENTES	VTE-135	20120420	445700	TVA/VENTES 19.6%			1204135	20120420	Fact DETAIL M	35,35	C			20130715		
VTE	JOURNAL DES VENTES	VTE-135	20120420	701000	VENTES  HT 20%			1204135	20120420	Fact DETAIL M	180,36	C			20130715		
VTE	JOURNAL DES VENTES	VTE-136	20120420	411000	COLLECTIF CLIENTS	X411DM	411DM        DETAIL M	1204136	20120420	Fact DETAIL M	39,83	D			20130715		
VTE	JOURNAL DES VENTES	VTE-136	20120420	445700	TVA/VENTES 19.6%			1204136	20120420	Fact DETAIL M	6,53	C			20130715		
VTE	JOURNAL DES VENTES	VTE-136	20120420	701000	VENTES  HT 20%			1204136	20120420	Fact DETAIL M	33,3	C			20130715		
VTE	JOURNAL DES VENTES	VTE-137	20120420	411000	COLLECTIF CLIENTS	X411DR	411DR        DETAIL R	1204137	20120420	Fact DETAIL R	749,41	D			20130715		
VTE	JOURNAL DES VENTES	VTE-137	20120420	445700	TVA/VENTES 19.6%			1204137	20120420	Fact DETAIL R	122,81	C			20130715		
VTE	JOURNAL DES VENTES	VTE-137	20120420	701000	VENTES  HT 20%			1204137	20120420	Fact DETAIL R	626,6	C			20130715		
VTE	JOURNAL DES VENTES	VTE-138	20120420	411000	COLLECTIF CLIENTS	X411DJ	411DJ        DETAIL J	1204138	20120420	Fact DETAIL J	60,64	D			20130715		
VTE	JOURNAL DES VENTES	VTE-138	20120420	445700	TVA/VENTES 19.6%			1204138	20120420	Fact DETAIL J	9,94	C			20130715		
VTE	JOURNAL DES VENTES	VTE-138	20120420	701000	VENTES  HT 20%			1204138	20120420	Fact DETAIL J	50,7	C			20130715		
VTE	JOURNAL DES VENTES	VTE-139	20120420	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	1204139	20120420	Fact DETAIL B	13,07	D			20130715		
VTE	JOURNAL DES VENTES	VTE-139	20120420	445700	TVA/VENTES 19.6%			1204139	20120420	Fact DETAIL B	2,14	C			20130715		
VTE	JOURNAL DES VENTES	VTE-139	20120420	701000	VENTES  HT 20%			1204139	20120420	Fact DETAIL B	10,93	C			20130715		
VTE	JOURNAL DES VENTES	VTE-140	20120420	411000	COLLECTIF CLIENTS	X411DS	411DS        DETAIL S	1204140	20120420	Fact DETAIL S	14,4	D			20130715		
VTE	JOURNAL DES VENTES	VTE-140	20120420	701030	VTES DECHETS SANS TAXE			1204140	20120420	Fact DETAIL S	14,4	C			20130715		
VTE	JOURNAL DES VENTES	VTE-141	20120420	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	1204141	20120420	Fact DETAIL B	80,47	D			20130715		
VTE	JOURNAL DES VENTES	VTE-141	20120420	445700	TVA/VENTES 19.6%			1204141	20120420	Fact DETAIL B	13,19	C			20130715		
VTE	JOURNAL DES VENTES	VTE-141	20120420	701000	VENTES  HT 20%			1204141	20120420	Fact DETAIL B	67,28	C			20130715		
VTE	JOURNAL DES VENTES	VTE-142	20120420	411000	COLLECTIF CLIENTS	X411DL	411DL        DETAIL L	1204142	20120420	Fact DETAIL L	36,84	D			20130715		
VTE	JOURNAL DES VENTES	VTE-142	20120420	445700	TVA/VENTES 19.6%			1204142	20120420	Fact DETAIL L	6,04	C			20130715		
VTE	JOURNAL DES VENTES	VTE-142	20120420	701000	VENTES  HT 20%			1204142	20120420	Fact DETAIL L	30,8	C			20130715		
VTE	JOURNAL DES VENTES	VTE-143	20120421	411000	COLLECTIF CLIENTS	X411DJ	411DJ        DETAIL J	1204143	20120421	Fact DETAIL J	23,02	D			20130715		
VTE	JOURNAL DES VENTES	VTE-143	20120421	445700	TVA/VENTES 19.6%			1204143	20120421	Fact DETAIL J	3,77	C			20130715		
VTE	JOURNAL DES VENTES	VTE-143	20120421	701000	VENTES  HT 20%			1204143	20120421	Fact DETAIL J	19,25	C			20130715		
VTE	JOURNAL DES VENTES	VTE-144	20120421	411000	COLLECTIF CLIENTS	X411DA	411DA        DETAIL A	1204144	20120421	Fact DETAIL A	55,11	D			20130715		
VTE	JOURNAL DES VENTES	VTE-144	20120421	445700	TVA/VENTES 19.6%			1204144	20120421	Fact DETAIL A	9,03	C			20130715		
VTE	JOURNAL DES VENTES	VTE-144	20120421	701000	VENTES  HT 20%			1204144	20120421	Fact DETAIL A	46,08	C			20130715		
VTE	JOURNAL DES VENTES	VTE-145	20120421	411000	COLLECTIF CLIENTS	X411DG	411DG        DETAIL G	1204145	20120421	Fact DETAIL G	103,85	D			20130715		
VTE	JOURNAL DES VENTES	VTE-145	20120421	445700	TVA/VENTES 19.6%			1204145	20120421	Fact DETAIL G	17,02	C			20130715		
VTE	JOURNAL DES VENTES	VTE-145	20120421	701000	VENTES  HT 20%			1204145	20120421	Fact DETAIL G	86,83	C			20130715		
VTE	JOURNAL DES VENTES	VTE-146	20120421	411000	COLLECTIF CLIENTS	X411BEAUFIL	411BEAUFIL   Ets  BEAUFILS	1204146	20120421	Fact Ets  BEAUFILS	138,32	D			20130715		
VTE	JOURNAL DES VENTES	VTE-146	20120421	445700	TVA/VENTES 19.6%			1204146	20120421	Fact Ets  BEAUFILS	22,67	C			20130715		
VTE	JOURNAL DES VENTES	VTE-146	20120421	701000	VENTES  HT 20%			1204146	20120421	Fact Ets  BEAUFILS	115,65	C			20130715		
VTE	JOURNAL DES VENTES	VTE-147	20120421	411000	COLLECTIF CLIENTS	X411DC	411DC        DETAIL C	1204147	20120421	Fact DETAIL C	65,3	D			20130715		
VTE	JOURNAL DES VENTES	VTE-147	20120421	445700	TVA/VENTES 19.6%			1204147	20120421	Fact DETAIL C	10,7	C			20130715		
VTE	JOURNAL DES VENTES	VTE-147	20120421	701000	VENTES  HT 20%			1204147	20120421	Fact DETAIL C	54,6	C			20130715		
VTE	JOURNAL DES VENTES	VTE-148	20120421	411000	COLLECTIF CLIENTS	X411DS	411DS        DETAIL S	1204148	20120421	Fact DETAIL S	123,79	D			20130715		
VTE	JOURNAL DES VENTES	VTE-148	20120421	445700	TVA/VENTES 19.6%			1204148	20120421	Fact DETAIL S	20,29	C			20130715		
VTE	JOURNAL DES VENTES	VTE-148	20120421	701000	VENTES  HT 20%			1204148	20120421	Fact DETAIL S	103,5	C			20130715		
VTE	JOURNAL DES VENTES	VTE-149	20120421	411000	COLLECTIF CLIENTS	X411DB	411DB        DETAIL B	1204149	20120421	Fact DETAIL B	37,66	D			20130715		
VTE	JOURNAL DES VENTES	VTE-149	20120421	4457100	TVA COLLECTEE 7%			1204149	20120421	Fact DETAIL B	2,46	C			20130715		
VTE	JOURNAL DES VENTES	VTE-149	20120421	701031	VTES DECHETS 10%			1204149	20120421	Fact DETAIL B	35,2	C			20130715		
VTE	JOURNAL DES VENTES	VTE-150	20120421	411000	COLLECTIF CLIENTS	X411DC	411DC        DETAIL C	1204150	20120421	Fact DETAIL C	146,34	D			20130715		
VTE	JOURNAL DES VENTES	VTE-150	20120421	445700	TVA/VENTES 19.6%			1204150	20120421	Fact DETAIL C	23,98	C			20130715		
VTE	JOURNAL DES VENTES	VTE-150	20120421	701000	VENTES  HT 20%			1204150	20120421	Fact DETAIL C	122,36	C			20130715		
VTE	JOURNAL DES VENTES	VTE-151	20120423	411000	COLLECTIF CLIENTS	X411DM	411DM        DETAIL M	1204151	20120423	Fact DETAIL M	219,59	D			20130715		
VTE	JOURNAL DES VENTES	VTE-151	20120423	445700	TVA/VENTES 19.6%			1204151	20120423	Fact DETAIL M	35,99	C			20130715		
VTE	JOURNAL DES VENTES	VTE-151	20120423	701000	VENTES  HT 20%			1204151	20120423	Fact DETAIL M	183,6	C			20130715		
VTE	JOURNAL DES VENTES	VTE-152	20120423	411000	COLLECTIF CLIENTS	X411DS	411DS        DETAIL S	1204152	20120423	Fact DETAIL S	25,13	D			20130715		
VTE	JOURNAL DES VENTES	VTE-152	20120423	445700	TVA/VENTES 19.6%			1204152	20120423	Fact DETAIL S	4,12	C			20130715		
VTE	JOURNAL DES VENTES	VTE-152	20120423	701000	VENTES  HT 20%			1204152	20120423	Fact DETAIL S	21,01	C			20130715		
VTE	JOURNAL DES VENTES	VTE-153	20120423	411000	COLLECTIF CLIENTS	X411DL	411DL        DETAIL L	1204153	20120423	Fact DETAIL L	1691,4	D			20130715		
VTE	JOURNAL DES VENTES	VTE-153	20120423	445700	TVA/VENTES 19.6%			1204153	20120423	Fact DETAIL L	277,19	C			20130715		
VTE	JOURNAL DES VENTES	VTE-153	20120423	701000	VENTES  HT 20%			1204153	20120423	Fact DETAIL L	1414,21	C			20130715		
VTE	JOURNAL DES VENTES	VTE-154	20120423	411000	COLLECTIF CLIENTS	X411DG	411DG        DETAIL G	1204154	20120423	Fact DETAIL G	41,23	D			20130715		
VTE	JOURNAL DES VENTES	VTE-154	20120423	445700	TVA/VENTES 19.6%			1204154	20120423	Fact DETAIL G	6,76	C			20130715		
VTE	JOURNAL DES VENTES	VTE-154	20120423	701000	VENTES  HT 20%			1204154	20120423	Fact DETAIL G	34,47	C			20130715		
VTE	JOURNAL DES VENTES	VTE-155	20120423	411000	COLLECTIF CLIENTS	X411DA	411DA        DETAIL A	1204155	20120423	Fact DETAIL A	210,08	D			20130715		
VTE	JOURNAL DES VENTES	VTE-155	20120423	445700	TVA/VENTES 19.6%			1204155	20120423	Fact DETAIL A	34,43	C			20130715		
VTE	JOURNAL DES VENTES	VTE-155	20120423	701000	VENTES  HT 20%			1204155	20120423	Fact DETAIL A	175,65	C			20130715		
VTE	JOURNAL DES VENTES	VTE-156	20120423	411000	COLLECTIF CLIENTS	X411DP	411DP        DETAIL P	1204156	20120423	Fact DETAIL P	456,78	D			20130715		
VTE	JOURNAL DES VENTES	VTE-156	20120423	445700	TVA/VENTES 19.6%			1204156	20120423	Fact DETAIL P	74,86	C			20130715		
VTE	JOURNAL DES VENTES	VTE-156	20120423	701000	VENTES  HT 20%			1204156	20120423	Fact DETAIL P	381,92	C			20130715		
VTE	JOURNAL DES VENTES	VTE-157	20120423	411000	COLLECTIF CLIENTS	X411DP	411DP        DETAIL P	1204157	20120423	Fact DETAIL P	31,1	D			20130715		
VTE	JOURNAL DES VENTES	VTE-157	20120423	445700	TVA/VENTES 19.6%			1204157	20120423	Fact DETAIL P	5,1	C			20130715		
VTE	JOURNAL DES VENTES	VTE-157	20120423	701000	VENTES  HT 20%			1204157	20120423	Fact DETAIL P	26	C			20130715		
VTE	JOURNAL DES VENTES	VTE-158	20120423	411000	COLLECTIF CLIENTS	X411DG	411DG        DETAIL G	1204158	20120423	Fact DETAIL G	55,43	D			20130715		
VTE	JOURNAL DES VENTES	VTE-158	20120423	445700	TVA/VENTES 19.6%			1204158	20120423	Fact DETAIL G	9,08	C			20130715		
VTE	JOURNAL DES VENTES	VTE-158	20120423	701000	VENTES  HT 20%			1204158	20120423	Fact DETAIL G	46,35	C			20130715		
VTE	JOURNAL DES VENTES	VTE-159	20120424	411000	COLLECTIF CLIENTS	X411DY	411DY        DETAIL Y	1204159	20120424	Fact DETAIL Y	368,49	D			20130715		
VTE	JOURNAL DES VENTES	VTE-159	20120424	445700	TVA/VENTES 19.6%			1204159	20120424	Fact DETAIL Y	60,39	C			20130715		
VTE	JOURNAL DES VENTES	VTE-159	20120424	701000	VENTES  HT 20%			1204159	20120424	Fact DETAIL Y	308,1	C			20130715		
VTE	JOURNAL DES VENTES	VTE-160	20120424	411000	COLLECTIF CLIENTS	X411DF	411DF        DETAIL F	1204160	20120424	Fact DETAIL F	82,09	D			20130715		
VTE	JOURNAL DES VENTES	VTE-160	20120424	445700	TVA/VENTES 19.6%			1204160	20120424	Fact DETAIL F	13,45	C			20130715		
VTE	JOURNAL DES VENTES	VTE-160	20120424	701000	VENTES  HT 20%			1204160	20120424	Fact DETAIL F	68,64	C			20130715		
VTE	JOURNAL DES VENTES	VTE-161	20120424	411000	COLLECTIF CLIENTS	X411DE	411DE        DETAIL E	1204161	20120424	Fact DETAIL E	46,85	D			20130715		
VTE	JOURNAL DES VENTES	VTE-161	20120424	445700	TVA/VENTES 19.6%			1204161	20120424	Fact DETAIL E	7,68	C			20130715		
VTE	JOURNAL DES VENTES	VTE-161	20120424	701000	VENTES  HT 20%			1204161	20120424	Fact DETAIL E	39,17	C			20130715		
